38099;16675;34224
37181;18211;17142
32635;17187;34218
8625;16419;17128
61909;17187;445
12681;16419;33960
29302;17443;63679
54076;17699;17140
30410;16675;17128
8021;17955;80
1245;16419;17128
28784;16931;17130
5240;16675;17136
55354;17955;17134
38461;17187;17138
2900;16675;80
32881;17699;17132
12985;17443;17132
60531;17187;17138
51083;17699;16550
17008;16419;17128
19562;16419;5900
3696;17955;17142
58484;17187;17138
6002;17699;17140
34270;16931;17138
60268;17955;17134
37181;17699;17140
65142;17699;17140
50028;16675;81
30063;17699;17140
57466;16419;17136
64892;17955;5900
3449;17699;17140
6874;17443;34220
52777;17699;445
4308;16675;17136
35707;16931;17138
9333;17443;17132
65217;17699;17140
7843;18211;17142
30826;16419;17136
58484;17955;19196
60268;16419;17128
47677;17187;17130
48716;17443;445
64220;17443;3389
44360;16931;17138
684;17187;17138
64113;16675;17128
46653;16419;17136
55515;17443;17132
30410;17187;34226
56428;16931;17130
25443;16931;17130
41929;17955;17142
53624;17443;17132
19819;17955;17142
5059;17443;17132
1582;17187;34218
10798;17187;17138
58541;17443;17132
40565;17955;17142
26195;17443;17140
16338;17955;17142
60117;16419;17128
42935;16419;17136
58974;16931;17130
19422;16419;34224
1600;17187;23
25443;16675;17128
49598;16931;17130
20151;16931;17130
57466;17443;17132
19422;16931;17130
41176;16675;3389
62059;16419;17128
23395;16931;23
60752;17955;17134
14270;16419;17136
10397;17955;17142
53052;17955;17142
8025;17955;17142
8025;17699;17140
34673;17187;17138
21871;17443;17132
24265;16931;34218
4922;16419;17128
32163;17187;17138
12143;16931;17138
21761;16419;17136
36051;17955;17142
9275;17955;17142
13150;17443;17132
8025;16419;17136
37181;16931;33970
45790;17699;17140
41021;17955;17142
953;17955;33966
36571;17955;17134
58812;17443;17140
29392;17443;17132
55922;16419;17128
62059;17187;17130
2147;16419;17136
36309;17699;17132
27866;16931;17138
4939;16931;17138
7289;17955;17142
49531;17187;17130
20151;17699;33972
7289;17699;17140
25546;17187;42455
50092;17187;17130
12801;17187;17130
55354;17187;17130
59486;17699;17132
49116;17699;17132
30345;16931;5555
43837;16419;17136
63676;16931;34226
21868;17443;17132
39036;17187;17138
46526;16931;17130
2219;17955;17142
49531;16931;17138
17852;16675;33960
64220;17699;3389
11626;16419;17136
47653;16931;17138
41102;17187;34226
27866;17187;17138
11331;17699;65006
1125;16675;17128
62843;16931;17130
36413;17443;17132
61549;16931;17130
16492;17443;17132
11360;17187;17130
28771;16419;17136
56749;17955;445
32635;17699;17140
7357;16931;17130
41277;16419;17136
1582;16419;17128
52345;16419;17128
25906;16675;17128
3132;16931;17130
50860;16419;17128
19819;17443;17140
7319;17187;8080
51033;17955;17142
41145;17187;5900
733;17699;17140
15479;17443;17132
4017;17187;445
55922;17443;17132
19311;16675;17128
45534;16419;17136
48923;16419;17128
11626;16675;17136
62843;17955;34222
16055;17699;17140
6517;16931;17138
32712;17699;17140
15965;16931;7280
20151;17187;17130
35921;17443;33964
42935;17699;17140
51083;16931;10113
6683;17443;17132
10697;18211;445
24011;16419;17136
49785;16675;17128
43230;17443;17132
59791;17699;3389
6002;17443;17140
2525;17443;17140
63274;16419;17128
11331;16419;5555
59771;17187;17130
49116;17955;17134
61549;17699;17132
27866;17699;17140
25546;17955;53568
18023;17443;17132
3449;16419;17128
11901;17187;17138
36309;17443;17140
34511;16419;445
32427;17443;17132
953;17443;17132
57995;17443;17140
33243;17443;17140
25443;17187;17138
6683;17443;17140
50543;17699;17140
14395;17699;18425
19819;16931;17138
10076;18211;17142
36218;17443;17140
57565;16675;33960
27824;16931;17130
32379;17443;17140
60268;17699;17140
20151;16419;17136
64840;17443;17140
1582;17699;17140
50348;17955;17134
29809;16419;17136
22378;16419;17128
63666;17955;17142
5731;17187;17130
44371;16675;17128
60531;16419;17136
59613;17955;17142
8025;16675;17128
62059;17443;445
29039;17187;17138
47653;16419;17128
52571;17187;17130
11645;16931;17130
29463;17955;17142
35398;16675;17136
32636;16675;17136
64113;16931;17138
46046;17443;17132
10810;17187;17130
7028;16419;17136
16346;17187;17138
5594;17443;17140
12910;17699;17140
221;17699;27439
19819;17699;17140
63594;17443;445
59179;17699;5900
16170;17187;17130
57102;16419;17136
45534;17955;17134
270;17443;17140
24026;16675;17136
12801;17187;17138
41423;17443;17140
11626;17187;33970
47653;17955;34230
56892;17187;3389
1582;17955;17134
11331;17955;33550
50141;17187;17130
27354;16675;17136
44233;16675;8000
30051;17443;17140
42103;17955;17142
32817;17443;17132
3193;17699;17132
54048;16675;17136
16170;16675;17128
12603;16675;17128
29895;17187;17130
27866;16675;34224
28874;17443;17132
36309;17187;17130
61116;17699;17140
38267;17699;17140
6617;16675;17136
59601;17955;23
30321;17187;17130
8349;17699;17132
50860;17699;17132
59505;17955;17142
54048;17699;17140
50042;17955;17134
25546;16675;17128
50042;17443;17132
4017;17955;445
65454;17955;17142
64840;16419;17128
55922;17699;17140
15536;16675;17136
11813;16419;33960
3293;16675;17136
38461;16931;34218
14394;16931;17138
21877;17955;17134
11835;16931;17130
44233;17443;17140
62572;17443;23
18655;17187;17138
9275;16419;17136
36571;17699;33964
306;17699;17140
11291;16419;17136
37949;16675;17128
7028;17187;17138
12330;17955;17134
27833;16419;17136
37181;17443;34220
58476;17955;17142
2147;17699;17140
20151;17187;17138
59771;17443;17132
28874;17187;17138
12801;16419;17136
18038;17443;17132
35795;17955;17134
49836;17443;17132
49531;17699;17140
953;17187;17138
7028;17187;17130
35968;17955;17134
42573;16419;17136
9499;16675;17136
53052;17699;17140
12801;17699;17132
22885;16419;17136
4812;17187;17130
63676;17699;17132
57310;17955;17134
57148;16675;17136
61549;17187;17138
54955;16419;17136
55922;16675;34216
65410;17187;17130
23148;17955;17142
50860;16931;17130
34738;17187;17138
44233;16419;17136
51083;17443;54231
36419;16419;17128
49006;16419;17128
9755;17955;17134
17113;16675;17136
1975;17955;17142
12068;16931;17130
6226;17443;17140
42935;17187;17130
18301;16419;17136
33719;17443;17140
60268;16675;17128
49006;17187;17138
50652;17187;17130
45534;17699;17140
24538;17443;17140
2741;17187;445
47621;17955;33974
56749;17187;445
62568;17955;17142
30332;17699;17132
40315;17443;17132
25546;17443;52260
221;17443;17132
2095;16419;23
13150;16419;17136
7289;16675;17128
20151;17955;34230
1207;17443;33972
11645;17955;17142
3696;17187;17130
31597;16931;17138
36571;17699;17140
12858;17699;17132
50604;17187;17138
63854;17187;17130
1708;17187;17130
2147;17699;17132
12603;17699;30869
36563;17699;17140
63964;17443;17132
12143;16675;17136
2741;17443;445
12069;17955;17142
60125;16675;17136
19348;16931;17130
58484;16675;17136
51083;16931;33124
57565;16931;17130
12910;17955;17142
63292;16419;17128
12069;16675;33968
14006;17443;17140
22378;18211;17134
51165;17187;17130
14166;16931;5900
42420;16419;17128
41176;17187;17130
29392;17187;17130
19052;16675;17136
24690;17955;34230
63676;16931;17130
46557;16419;17136
53429;17443;17132
51083;17187;53477
24690;16675;33960
7319;17699;8080
9294;16675;17136
14006;17699;17140
1582;17955;17142
51033;17699;445
31188;16419;445
34738;17443;17132
28198;16675;445
12603;17699;17132
14775;17699;17132
16249;17187;17130
11726;16675;17128
48960;17443;445
53820;16675;17128
11331;16675;2480
8154;18211;17142
12910;17443;2558
50637;16419;8080
5748;17699;17132
50359;16675;17136
24690;16931;17130
733;16419;17128
59613;16419;17128
55354;16419;17136
24219;17443;47821
27866;16419;17136
11331;17699;4804
59791;16419;3389
25443;17187;17130
53470;17187;17130
1498;17187;33970
36051;17699;17132
56634;17699;17140
30063;17443;17140
55922;16931;33962
48445;17443;17140
15479;17955;17142
24011;17187;17130
26433;17699;23
60027;17187;17138
16170;16931;17138
7319;16419;23
65142;16675;17136
48445;17443;17132
61405;16675;17136
10076;17699;17140
20588;17699;34220
6874;16675;17128
64840;17955;17142
49531;17187;17138
28495;16675;17136
15562;17955;31099
58236;17699;17132
56634;17443;17140
50604;17699;2323
12330;17443;17132
36571;17699;6881
270;17187;17130
62059;16675;17136
41277;17955;17142
44233;17699;17132
53791;18211;17134
59771;16931;17138
1719;17443;17140
2425;17699;33964
55515;16419;17128
3132;17187;17138
31705;16419;17128
35450;16675;17128
65142;17699;17132
41277;16931;17130
25380;17955;17142
27580;17443;3389
11291;16419;17128
12330;17699;17132
12330;16931;17130
270;16675;34216
5963;16419;17128
4465;17443;17140
27229;17443;17140
30051;17955;17142
30826;16931;17130
35764;16419;17128
17852;16419;17136
21031;17955;17142
14395;16931;17130
47621;17955;17134
56897;18211;445
11044;16931;17130
47677;17443;17132
50141;17955;17142
63052;16675;17128
5059;17187;17138
12068;16675;17136
36309;18211;17142
42676;16931;15505
12239;17187;80
18594;16675;17128
39022;17443;17140
5125;17699;17132
47653;16419;17136
57565;16931;33962
47958;17699;17132
58922;17699;17140
44719;17443;17140
12603;17443;45978
54635;17443;17132
12239;17187;8080
43996;18211;27652
36051;16931;17130
50028;17699;81
61662;17955;17142
25380;16419;17136
62318;17443;17140
13130;16675;17128
18023;17699;17132
2147;17187;17130
56878;16675;17136
4812;16419;17136
12069;16675;80
20151;16675;17128
51083;17955;47034
35803;16931;34226
49531;17443;17140
26195;17443;33972
12069;17187;17138
26737;16675;17128
1582;16419;17136
46814;17699;17140
24879;17443;51261
4058;17187;17130
12470;17699;17132
53132;17955;1472
27866;17955;17134
22641;17187;17138
41339;16931;17130
59570;17187;17138
36413;16675;17128
30826;17187;34218
48923;17443;17140
18690;17699;445
4922;18211;17142
19674;17187;34226
24026;17443;17132
57102;16931;17130
40315;17955;17142
42935;16931;17130
51083;17955;45772
54048;17443;33964
221;16675;17128
24690;17443;17132
61116;17955;17134
32163;16419;33968
16338;16675;3389
50637;17699;23
29392;16931;17138
32427;16675;17136
37205;17443;17132
35953;16931;34226
12069;16675;17136
26699;16675;17136
64840;17955;17134
15162;16675;17136
52151;17699;30869
5492;17443;17132
48923;16931;17130
50652;17443;17140
10090;16931;17138
28874;16931;17138
41071;16675;3389
65142;16931;17130
1498;16931;17138
49785;17699;33972
49785;17955;17142
37949;17699;17132
10397;16931;17130
5492;17187;17138
37949;17443;17132
7890;17955;17134
60531;16675;33968
48700;16419;17136
13150;17443;17140
4812;16675;17128
53791;17187;17138
60531;16931;17138
11360;17187;17138
22494;17955;17142
30410;17955;17142
26195;16675;17136
3802;16931;17130
63854;17955;17134
2219;16419;33960
12069;17699;17132
41021;17443;17140
12330;16419;17136
49116;16675;17128
3255;16931;17138
47677;16419;17136
22969;17699;17140
35258;17955;17134
36051;16931;33970
34738;17443;17140
10103;16419;17128
12801;17955;17134
50141;16931;17138
48700;17699;17132
41102;17187;17130
35707;17955;17142
35901;17699;17140
42935;16419;33960
119;17955;17134
12349;17187;17138
18655;16419;17128
29392;17955;17142
32163;17443;17132
10090;16675;17128
38267;16675;17136
25443;16419;17136
58484;16931;17138
2425;16675;17128
36413;17443;34228
50764;17187;17130
15418;16931;17138
7319;16675;80
21866;16931;17138
8025;16419;17128
16567;17699;17132
14810;16675;17136
54076;16675;17136
63676;17187;17138
57565;17443;17140
32427;17955;17142
44603;17443;17140
29039;16931;17130
50637;16675;23
21877;16419;17128
31782;16419;2004
59613;17443;17132
60531;17955;17142
3132;17955;17134
15562;17443;17132
5298;17443;33972
953;16419;17136
25557;16675;3389
63274;17699;17140
27866;17443;17140
11385;17955;17134
26433;16931;23
55161;17187;17138
50042;16675;17128
44233;17187;17138
14166;17187;5900
5637;17187;17130
52151;17187;17130
61549;16419;17136
65367;16931;17138
64840;17699;17132
7890;16931;17130
60117;17699;17140
18594;16419;17136
4974;16675;33960
9335;16931;17130
9275;17187;17138
17008;17699;17132
64549;17443;17132
40315;17443;17140
4570;17955;17142
17114;16675;17136
21868;17955;17134
24879;17955;4102
12858;17187;17138
61549;16419;17128
56878;16419;17128
41277;16931;17138
35707;17955;17134
48960;17187;445
63292;17955;17142
47958;17187;17130
6874;16675;17136
29392;16675;17128
17859;16419;17128
3255;17699;17140
8561;16419;17128
24899;17187;445
57195;17187;23
38990;17187;3389
57054;17187;17138
953;17699;17140
36571;16931;17130
35707;16931;33970
22485;16675;17128
24219;17443;13534
61662;16931;17130
30646;16931;17138
18394;16931;17138
59771;17443;17140
25189;17443;17132
47621;16931;17138
47214;17699;17132
44233;17699;8888
15562;17955;37731
22969;16675;17136
40509;16931;17130
16170;17443;17140
29039;17443;17132
19422;16675;34224
30051;16675;17136
24879;17955;10368
30051;17699;17132
63279;17955;17142
41358;16419;17128
38523;17443;17140
34738;16675;17136
48923;17187;34218
50604;17443;17140
4654;16419;17136
12882;17443;17140
3546;16675;17128
26211;16675;17128
30063;16931;34218
16170;16419;17128
45789;17955;3389
23395;18211;23
57466;17187;17138
41789;17699;17132
44347;16419;17128
51402;16931;57190
32427;17699;17140
50860;17187;17130
21866;17443;17132
46111;17955;17134
15562;16931;17130
27229;16931;17138
53132;17443;35898
54048;17955;17142
60268;16675;17136
1582;16675;17128
53364;16931;33962
48923;17699;17140
14395;17955;17142
20151;17443;33964
28222;16675;445
54076;16419;17128
18690;16675;445
12858;16931;17138
60027;17955;34222
33719;16675;17136
50860;18211;17134
34738;17955;17142
24690;17187;17130
63090;17955;17142
49335;17955;17134
36571;17443;17132
61909;16931;445
6494;17187;17138
7289;16931;17130
26737;17443;17140
7740;16675;3389
36563;16419;17136
42103;16419;17128
44347;17955;17142
14394;17955;17134
26195;16419;17136
35077;16675;34216
3546;16419;17128
35795;17699;17140
61116;17187;33962
2219;16931;17130
12801;17955;17142
17852;17699;17132
23729;17187;17130
47653;17443;17140
18655;17443;17132
2147;17443;17140
27866;16675;17128
2219;17955;34230
34738;17699;34220
15562;16931;17138
42935;16675;17128
16243;17955;17142
48716;17955;445
18531;17955;17142
5731;16931;17130
61549;16675;17128
32887;16419;17136
12470;17187;17138
25699;17699;17140
45789;16419;3389
30063;16419;33968
60531;16419;17128
22485;16931;17138
41021;16419;17128
47966;17443;17140
19674;16931;17130
31188;17955;445
25567;17699;17132
47621;16419;17128
3255;16931;17130
57466;17443;17140
36413;16419;17136
45789;16675;17136
28771;16675;17128
58016;16675;80
50265;17699;17132
12470;17443;17140
42103;17955;17134
54076;16931;17130
9275;16931;17130
24538;16419;17128
54586;17187;17138
50652;17955;17142
23996;16675;33960
28795;16675;17128
16170;18211;17142
12470;17955;17134
1596;17443;17140
61553;17187;17138
50141;17955;17134
32636;17443;17140
8154;17699;17140
10397;18211;5900
18301;16675;17128
17852;16931;17130
28874;17699;6881
47621;16675;17136
56892;17699;3389
306;16931;17138
25699;17187;17130
40565;17443;17132
61662;16675;20115
36571;16931;33962
15737;17443;17132
25187;16419;17128
11360;17699;17132
55922;16419;17136
730;16419;17136
45789;17187;3389
44605;17955;17134
17859;16931;17130
49324;16675;17128
44233;16931;8001
35707;17187;17138
1724;17699;17132
34742;16675;17128
16170;16675;17136
22570;17187;17138
23395;16419;23
12470;16931;17130
3132;16675;17136
34526;17955;17134
14395;17955;9734
59791;17187;3389
51569;16931;17130
52345;17955;17134
10397;17699;17132
986;16675;65312
37949;16419;17136
50604;17699;17140
16243;17699;17140
48712;17187;17130
50348;16931;17138
14554;17955;17134
30063;16931;17130
13150;16675;17136
6005;16931;34218
43996;16931;637
57466;17955;17142
19885;17699;17140
27354;17187;17138
35703;17187;17138
572;16419;17136
12069;16419;17136
19819;16931;33962
46814;17187;17130
12330;17187;17138
28874;16675;17136
18434;17955;445
12603;16931;17138
7319;17955;8080
29392;17699;33972
60027;16675;17128
37851;16419;17128
35283;17187;17138
61116;16419;34216
60531;16675;17128
41071;16419;17128
59601;16419;23
16851;16419;3389
4666;17443;17140
59845;16419;17128
60125;16419;17128
63964;16419;17128
54048;17443;17132
25694;17443;17140
56878;17955;17134
8369;16675;17128
44405;16675;17128
30063;16675;17136
13102;17443;445
37205;17699;17132
11645;17699;17140
21877;17187;17138
14554;17187;17138
65394;16931;34218
25567;17955;33966
58484;17699;17132
55515;17699;17140
6005;16675;17128
12910;16675;17128
28783;16675;17128
47653;16419;33968
18434;17187;17138
49006;16931;17138
11331;17443;2480
46799;16675;445
11360;17699;34228
63053;17955;17134
40315;17187;17138
3255;17187;17138
26430;18211;17134
55922;17955;17142
26433;17955;23
18481;17187;17130
16249;17955;17142
12801;18211;17134
6617;17955;17142
733;16675;17128
57565;16675;17136
61549;17187;17130
47966;16931;17130
13150;17955;17142
9265;16931;17138
21866;17955;17142
31670;17955;17134
40315;16419;17128
3195;17443;17140
4570;17699;17132
3802;17443;17140
49836;16675;17136
1245;16675;17128
10103;16419;17136
28783;17699;17140
8021;16931;80
18394;17187;33970
22385;18211;17134
9333;17187;17130
59613;16419;17136
14705;17187;17138
19674;16419;17128
33624;16931;17138
52151;16675;17136
52151;17955;53568
63292;17187;17130
9499;16931;17138
684;16931;17130
19819;16675;17128
7319;17699;23
10397;16931;17138
18038;16419;17128
11331;16419;9006
32887;17443;17132
3805;17955;17142
25443;16419;17128
3696;16931;17138
28854;17187;17138
35288;16931;17130
3696;17699;17132
18690;17699;17140
32163;17699;17132
18655;16931;17138
52189;17699;17132
20837;17955;17142
11360;16419;17136
5492;16419;33968
22378;17955;17134
38313;17187;17130
50604;17955;2323
64314;17699;17140
59613;17187;17138
31351;16675;17128
34738;17955;17134
50543;17187;17130
55515;17187;17130
36563;17955;17134
50141;16419;17128
49580;17187;17130
49314;16931;17138
41729;18211;17134
24026;17187;17130
30063;17955;54739
63666;17955;17134
55732;16675;63121
30063;17955;17142
1600;16931;23
63594;17955;445
989;16931;17138
60752;16675;17136
50348;16675;17128
58484;16675;17128
36981;17443;17140
2620;17187;17138
44233;17699;8001
14394;17187;17138
26117;17187;17138
34011;17443;17132
2120;17955;445
62059;17955;445
52876;17955;17134
49530;17443;17132
56428;17699;17140
32432;17443;17132
6517;17955;17142
53132;17955;19196
22897;17699;17140
4654;17187;17130
32635;16675;17136
64892;17443;17132
51116;17955;17142
54076;17443;17132
15562;17443;17140
12069;17955;17134
30063;17187;33970
35707;16675;17136
28222;16419;445
35450;17699;17132
11331;17699;27960
41145;17955;5900
36051;16675;17136
30257;17699;17140
56897;16419;445
25391;17443;49472
14554;16675;17128
54048;17443;17140
11331;17955;2480
30063;16419;34224
28795;17955;17142
4666;16419;17136
31782;17955;2004
52151;16675;17128
61549;17443;17132
3696;16419;17136
48700;17187;17138
12470;17187;33962
17211;17699;17132
24690;17443;17140
24219;17187;29003
54635;17955;17134
62488;17443;17140
45534;16675;17128
65367;16931;17130
16170;17955;17134
29355;16931;17130
5637;17699;17132
24026;17955;17142
2425;17955;17142
30063;17443;17132
56892;17955;17142
4017;17443;445
9433;17187;9000
62059;17955;17142
30826;16675;17136
6939;16675;17136
8658;17699;21271
55732;17187;17138
47653;16931;17130
41411;17443;17140
28331;16419;17136
5492;16419;17136
27594;17187;17130
989;16419;17128
1207;16931;17130
64347;17955;445
19819;16675;34224
19422;17699;17132
12858;16419;17136
30410;18211;17134
57919;16675;17136
21031;17699;17132
7611;16419;17128
63292;16675;17128
52564;17187;3389
31597;17955;17134
32635;16675;60458
59613;17187;17130
21982;16675;17128
8349;16675;17128
50594;17443;17132
34742;16675;17136
11193;17443;17140
34738;16931;17130
53791;16931;17138
59063;16419;17128
51201;16419;17128
3255;16675;17136
62572;17955;23
25567;17443;17132
21365;17443;17140
61498;16419;33071
572;17443;17132
55732;16675;17128
39537;16931;17138
49116;16675;17136
572;17699;17140
63666;17187;17138
953;17955;17142
32712;17955;17142
36059;16675;17128
58541;16931;17130
12349;17955;17134
23384;16419;17128
17631;18211;3389
27229;17955;17142
58484;17955;17134
270;16931;17130
44233;17955;17142
54076;17955;34230
2900;17443;80
25546;17699;34034
157;17187;17138
45534;17955;17142
53280;17187;17138
39248;16675;3389
1498;17955;33966
55912;16419;17128
51165;16931;17130
54124;16419;17136
49531;16931;17130
21722;16931;17138
30826;17699;17140
41071;17187;17130
54076;16419;17136
42573;17699;17140
54635;17699;17140
59771;17699;17140
46814;17443;33964
61662;16931;17138
29039;17699;17132
50348;16419;17128
40565;16419;17136
38363;17955;17142
10810;17955;17134
29809;17955;17134
46814;16419;17128
37949;17443;17140
51083;16419;46485
15737;16419;17128
49531;17443;17132
9336;17443;17132
15562;16419;17136
5748;17187;17138
11645;17699;17132
21761;17187;17130
43372;17187;17138
51713;17955;17142
4939;16419;17128
4654;17955;17142
30063;16419;17136
25292;17699;443
4465;16675;17136
16055;16675;17128
3193;16419;17128
16312;17699;80
16249;17443;33972
4666;17955;17134
17021;17699;17140
40565;16931;17130
61116;17443;17140
18531;17187;34218
25546;17187;17130
50359;17187;10233
61662;17955;17134
43708;16419;34224
6874;17955;17142
25187;17699;38284
60578;16931;17138
15562;17699;17132
25391;17187;46365
56428;17955;17134
24879;16419;31885
48960;16931;17130
60531;17955;17134
2109;16419;34216
572;17187;34218
8154;17955;34230
56428;17443;17140
12470;16419;17128
3963;17955;17134
25187;17187;17138
2219;16419;17136
953;16419;17128
572;17955;17142
28783;17187;17130
55732;17955;3360
55515;16931;17138
42103;17187;17138
52345;16931;17130
270;17955;17134
18690;16419;17136
17114;16419;17128
1757;16675;17136
46653;17699;17132
25380;16675;17128
47214;17443;34228
39891;17443;17140
5240;17955;17134
12349;17955;17142
30051;17699;17140
10076;16931;17138
15562;16419;17128
54076;17187;17130
50652;16675;17136
26699;16419;17136
63676;16419;17136
3805;17443;17132
54076;17699;34220
6516;17955;17134
17852;16931;17138
32163;17443;34228
45534;17443;33964
35291;16419;17128
32636;16675;17128
28196;17443;34220
47621;17187;17138
30410;17187;17130
30410;17443;17132
55356;16675;17136
1582;16931;17130
47421;17443;17132
12801;16675;17128
49324;17699;17140
27150;16675;17136
50604;16419;17136
10103;17187;34226
32611;17443;17140
2219;17443;17140
52345;17699;17132
28874;16931;33962
51564;17955;80
16056;17699;53482
56892;16675;3389
3431;16675;17128
16243;16931;17130
32163;16419;34224
24899;17699;445
33988;17955;445
29392;16931;17130
39537;17443;17140
