1,307
2,205
3,162
4,127
5,104
6,82
7,111
8,232
9,34
10,28
11,25
12,21
13,27
14,23
15,27
16,19
17,12
18,6
19,7
20,8
21,4
22,3
23,2
24,1
25,5
26,1
28,2
29,1
30,5
31,3
32,3
33,2
34,2
35,1
36,1
37,1
38,2
40,1
41,2
44,1
45,2
46,2
48,2
49,1
50,2
51,2
57,1
58,1
71,1
73,1
74,2
78,1
80,1
81,1
86,1
90,1
99,1
100,1
102,1
105,1
114,1
118,1
136,1
148,1
151,2
164,1
170,1
177,1
209,1
217,1
238,1
320,1
328,1
473,1
501,1
526,1
536,1
728,1
772,1
1006,1
1076,1
1292,1
1346,1
1419,1
2064,1
2129,1
2350,1
2560,1
2684,1
2833,1
2876,1
2982,1
2997,1
3042,1
3558,1
3675,1
4468,1
5005,1
5024,1
7331,1
7401,1
7454,1
7503,1
8246,1
9906,1
10010,1
11068,1
11422,1
13792,1
16303,1
18665,1
19302,1
22379,1
25190,1
28518,1
28924,1
29156,1
36741,1
39026,1
42696,1
47436,1
57545,1
67230,1
88617,1
139860,1
140384,1
