1,23893
2,22623
3,19236
4,17874
5,16282
6,14627
7,12499
8,9711
9,6868
10,5065
11,4209
12,3941
13,4062
14,3921
15,3574
16,3018
17,2511
18,1917
19,1248
20,947
21,684
22,488
23,393
24,337
25,270
26,247
27,230
28,177
29,134
30,159
31,103
32,92
33,68
34,73
35,55
36,51
37,54
38,44
39,52
40,31
41,27
42,40
43,29
44,24
45,24
46,17
47,17
48,14
49,17
50,9
51,16
52,15
53,5
54,5
55,10
56,4
57,7
58,8
59,12
60,4
61,8
62,7
63,6
64,9
65,6
66,9
67,4
68,9
69,10
70,10
71,3
72,3
73,6
74,3
75,4
76,3
78,5
79,6
80,6
81,4
82,2
83,3
84,5
85,3
86,7
87,17
88,12
89,7
90,6
91,7
92,7
93,3
94,3
95,6
96,5
97,2
98,8
99,3
100,2
101,4
102,3
103,2
104,4
105,1
106,3
107,1
109,4
111,5
113,4
116,1
117,2
118,2
119,1
120,2
121,3
122,1
123,2
124,3
125,4
126,2
127,1
128,3
129,1
130,1
132,1
134,1
135,1
143,2
151,1
153,1
155,1
156,2
157,1
158,1
159,2
160,2
162,1
163,4
164,1
166,2
167,1
169,2
170,3
171,1
172,1
173,1
174,1
175,1
177,1
178,1
181,1
182,1
183,1
185,1
186,1
187,1
188,1
190,1
192,3
193,2
195,1
196,1
198,3
199,2
200,3
201,1
203,2
204,1
209,1
210,2
211,1
215,1
217,1
219,1
220,1
231,1
236,1
238,1
241,1
243,1
247,1
248,1
251,2
252,1
255,4
256,1
257,1
259,2
262,1
265,1
266,1
267,2
268,6
269,2
270,14
271,14
272,9
273,15
274,3
275,1
276,4
277,12
279,1
280,5
281,3
283,1
285,1
286,1
287,1
290,1
291,1
294,2
297,2
301,2
305,1
310,1
314,1
321,1
323,1
324,1
325,3
327,2
328,2
329,2
335,2
337,3
348,1
349,1
351,1
352,1
353,1
356,1
357,2
358,2
360,4
361,2
362,1
363,1
365,2
367,1
371,1
373,1
380,1
382,1
384,1
385,1
388,1
389,3
393,1
394,1
395,2
397,1
398,1
399,1
403,2
405,1
412,1
422,1
423,1
427,1
429,1
433,1
434,2
435,3
436,1
439,1
441,1
445,1
454,1
457,2
463,1
465,1
468,1
474,1
475,1
478,1
480,1
482,2
483,2
486,1
487,1
488,3
490,1
492,1
494,1
500,1
502,2
503,1
504,1
508,1
517,1
518,2
520,1
527,1
530,2
531,2
532,1
534,1
537,1
546,1
577,1
590,1
591,1
598,2
599,1
614,1
616,1
620,1
622,1
636,1
638,1
647,1
664,2
666,1
678,1
690,1
692,1
701,1
710,2
711,1
715,1
716,2
718,1
721,1
722,1
725,1
737,3
738,1
739,1
745,1
756,1
758,1
759,1
833,1
877,1
881,1
887,1
894,1
895,1
896,1
899,1
908,1
970,1
980,1
985,1
986,1
996,1
1000,1
1004,1
1008,1
1012,1
1017,1
1033,1
1035,1
1036,1
1038,1
1041,1
1042,1
1044,1
1046,1
1054,1
1056,1
1057,1
1061,1
1079,1
1096,1
1113,1
1128,1
1138,1
1141,1
1142,1
1145,1
1147,1
1149,1
1150,1
1162,1
1165,2
1169,1
1172,1
1176,1
1178,4
1181,4
1182,2
1190,1
1205,1
1214,1
1305,1
1307,1
1316,1
1344,1
1367,2
1372,1
1379,1
1380,1
1381,1
1391,1
1397,1
1399,1
1421,1
1423,1
1466,1
1474,1
1512,1
1515,1
1525,1
1539,1
1543,1
1576,1
1690,1
2021,1
2544,1
2563,1
2568,1
2580,1
2590,1
2616,1
2623,1
2629,1
2630,1
2646,1
2661,1
2663,1
2706,1
2746,1
2920,1
2994,1
3012,1
3028,1
3062,1
3108,1
3138,1
3204,1
3390,1
3424,1
3456,1
3487,1
3497,1
3500,1
3503,1
3690,1
3757,1
3822,1
3851,1
3860,1
3892,1
3896,1
3907,1
3921,1
3925,1
3929,1
3932,1
3952,1
3969,1
3985,1
4011,1
4022,1
4023,1
4038,1
4062,1
4115,1
4140,1
5473,1
5847,1
5858,1
5867,1
5881,1
5910,1
5933,1
5952,1
6459,1
6490,1
6521,1
6586,1
6591,1
6606,1
6613,1
7848,1
7904,1
7926,1
7937,1
7966,1
7988,1
8000,1
9078,1
9147,1
9175,1
9176,1
9219,1
9229,1
9357,1
9762,1
12009,1
12046,1
12096,1
12104,1
12107,1
12126,1
12131,1
18540,1
18568,1
18581,1
18590,1
18603,1
18608,1
18648,1
19028,1
19164,1
19218,1
19304,1
19366,1
19395,1
19474,1
